Product ID,Product Name,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,Color/Size Variations,Product Ratings
MF4O0JGR,Headphones,218.55,55.0,1.0,18x17x11 cm,2023-07-30,2024-01-01,Blue/Medium,
CY7JH18B,Headphones,49.18,79.0,3.0,7x16x17 cm,2023-03-15,2024-01-01,Blue/Medium,3.0
Q5JUG4UA,Laptop,359.15,11.0,2.0,13x13x7 cm,2023-03-15,2024-01-01,Blue/Medium,3.0
C6MGS6BS,Headphones,387.66,40.0,1.0,6x16x15 cm,2023-01-01,2025-01-01,Blue/Medium,2.0
F72H1XEB,Laptop,,93.0,3.0,14x19x7 cm,2023-03-15,2026-01-01,Green/Large,
QCNXBVSX,Laptop,,96.0,1.0,7x18x15 cm,2023-07-30,2026-01-01,Red/Small,
XIQNXBMP,Headphones,,69.0,1.0,13x6x17 cm,2023-07-30,2025-01-01,Red/Small,2.0
BFS0OOGB,Laptop,321.17,71.0,1.0,5x8x11 cm,2023-01-01,2025-01-01,Red/Small,3.0
QG2SA9XU,Headphones,,,1.0,19x17x18 cm,2023-07-30,2026-01-01,Blue/Medium,
RFH7NNGE,Headphones,156.45,20.0,2.0,7x9x12 cm,2023-03-15,2026-01-01,Green/Large,1.0
P1Z7GKQ3,Smartphone,,,3.0,15x5x5 cm,2023-01-01,2026-01-01,Blue/Medium,4.0
Q3U4YH3T,Headphones,149.18,,1.0,12x19x7 cm,2023-01-01,2024-01-01,Blue/Medium,1.0
LXHQOFCN,Monitor,,77.0,1.0,18x10x9 cm,2023-03-15,2024-01-01,Blue/Medium,
1QQO0E3N,Laptop,396.82,7.0,2.0,7x16x9 cm,2023-03-15,2025-01-01,Blue/Medium,3.0
8VH955QJ,Laptop,219.62,67.0,3.0,5x5x15 cm,2023-03-15,2026-01-01,Green/Large,5.0
3TUZMSTS,Headphones,420.59,67.0,2.0,8x20x14 cm,2023-03-15,2024-01-01,Red/Small,
VCM9ORW5,Laptop,,75.0,2.0,13x18x12 cm,2023-07-30,2024-01-01,Green/Large,
M7YQVGWE,Smartphone,100.12,98.0,3.0,6x7x17 cm,2023-07-30,2026-01-01,Red/Small,5.0
6OACO01U,Laptop,472.48,21.0,2.0,14x11x15 cm,2023-01-01,2024-01-01,Blue/Medium,2.0
TDSHIH33,Laptop,271.65,67.0,3.0,19x10x9 cm,2023-03-15,2025-01-01,Blue/Medium,
NOUOBFHF,Headphones,191.56,65.0,3.0,12x17x5 cm,2023-01-01,2025-01-01,Red/Small,
ZL2TSIIY,Monitor,443.65,,3.0,17x18x20 cm,2023-01-01,2025-01-01,Blue/Medium,5.0
5QEAGUX2,Monitor,347.4,,3.0,17x15x7 cm,2023-07-30,2025-01-01,Green/Large,1.0
1YCOMYXK,Monitor,,,2.0,7x17x7 cm,2023-07-30,2024-01-01,Blue/Medium,5.0
XTMKXAF0,Laptop,454.51,87.0,1.0,11x18x9 cm,2023-03-15,2026-01-01,Green/Large,1.0
1V72NS3L,Monitor,398.14,65.0,2.0,9x11x19 cm,2023-07-30,2026-01-01,Green/Large,4.0
U4YF033T,Headphones,,74.0,3.0,13x14x5 cm,2023-07-30,2025-01-01,Green/Large,1.0
D307IUUL,Monitor,283.99,87.0,3.0,19x10x12 cm,2023-01-01,2026-01-01,Blue/Medium,2.0
SE267MHD,Headphones,58.01,,1.0,11x15x13 cm,2023-07-30,2024-01-01,Red/Small,4.0
LY6BOBZM,Smartphone,337.27,11.0,2.0,12x19x16 cm,2023-07-30,2024-01-01,Green/Large,4.0
D8LGRMWC,Smartphone,374.4,23.0,3.0,14x11x19 cm,2023-01-01,2025-01-01,Blue/Medium,
BEZMAJJQ,Laptop,446.85,87.0,1.0,13x12x13 cm,2023-01-01,2025-01-01,Green/Large,2.0
Y0USSU4V,Smartphone,424.58,75.0,2.0,12x10x11 cm,2023-07-30,2024-01-01,Green/Large,1.0
WP9VWUH6,Headphones,118.71,39.0,,12x9x9 cm,2023-01-01,2026-01-01,Green/Large,
6N7282N0,Headphones,365.89,4.0,1.0,13x12x19 cm,2023-01-01,2026-01-01,Blue/Medium,2.0
6H90OANG,Headphones,67.38,40.0,,11x11x18 cm,2023-07-30,2026-01-01,Red/Small,
BBMGFLBT,Monitor,,,1.0,18x16x6 cm,2023-01-01,2024-01-01,Blue/Medium,
VTGZ3XD7,Laptop,83.6,56.0,1.0,6x18x18 cm,2023-01-01,2024-01-01,Blue/Medium,3.0
MS6OC0QD,Monitor,153.45,91.0,1.0,20x7x13 cm,2023-03-15,2025-01-01,Green/Large,2.0
2D6DAX92,Monitor,154.02,56.0,3.0,13x17x12 cm,2023-07-30,2024-01-01,Blue/Medium,2.0
958HYXJW,Smartphone,,13.0,2.0,16x5x12 cm,2023-07-30,2024-01-01,Green/Large,
V203CI0M,Laptop,388.52,45.0,3.0,12x11x5 cm,2023-07-30,2025-01-01,Red/Small,5.0
J4AS0ICJ,Headphones,,44.0,3.0,10x19x8 cm,2023-03-15,2024-01-01,Blue/Medium,4.0
5W0BO9T6,Headphones,424.44,,2.0,12x19x11 cm,2023-01-01,2025-01-01,Green/Large,1.0
UNA30T4R,Headphones,268.52,92.0,1.0,14x10x18 cm,2023-03-15,2024-01-01,Red/Small,3.0
4GW7KRPN,Headphones,368.67,40.0,2.0,11x7x11 cm,2023-03-15,2024-01-01,Blue/Medium,2.0
JDG9C13O,Monitor,236.94,32.0,2.0,13x6x7 cm,2023-03-15,2025-01-01,Red/Small,5.0
SG7SSXVL,Smartphone,163.34,62.0,1.0,5x10x16 cm,2023-03-15,2024-01-01,Red/Small,4.0
IKSLCYGE,Headphones,407.68,24.0,3.0,6x5x13 cm,2023-07-30,2024-01-01,Blue/Medium,2.0
B2YP5SVX,Laptop,400.93,47.0,2.0,9x16x8 cm,2023-07-30,2026-01-01,Red/Small,3.0
RRHJHQZ3,Laptop,89.54,41.0,2.0,16x9x6 cm,2023-03-15,2024-01-01,Red/Small,3.0
NVFY34F2,Smartphone,378.91,30.0,3.0,6x17x20 cm,2023-07-30,2024-01-01,Red/Small,2.0
MBGU1IKB,Monitor,349.22,98.0,1.0,5x7x15 cm,2023-01-01,2025-01-01,Blue/Medium,
3QECY3VW,Headphones,182.88,11.0,,13x6x13 cm,2023-01-01,2025-01-01,Red/Small,1.0
OM7KG9BP,Headphones,193.26,6.0,2.0,18x11x8 cm,2023-03-15,2024-01-01,Red/Small,1.0
A2H27MNE,Monitor,163.74,,1.0,6x9x7 cm,2023-07-30,2026-01-01,Green/Large,2.0
N5DC8GU0,Laptop,130.54,,,16x7x12 cm,2023-01-01,2024-01-01,Blue/Medium,3.0
L464DXAD,Monitor,,,1.0,11x12x20 cm,2023-01-01,2024-01-01,Red/Small,
0XH14DKO,Monitor,372.76,4.0,3.0,16x9x20 cm,2023-03-15,2026-01-01,Green/Large,
BM8FGBL4,Monitor,32.39,,3.0,10x12x12 cm,2023-03-15,2026-01-01,Blue/Medium,
Y0BZ3U3D,Smartphone,100.04,73.0,2.0,18x8x13 cm,2023-01-01,2025-01-01,Red/Small,5.0
KKXS4K81,Smartphone,171.44,96.0,2.0,7x13x14 cm,2023-07-30,2025-01-01,Green/Large,4.0
G3JGOGW7,Smartphone,214.41,,2.0,18x15x11 cm,2023-01-01,2024-01-01,Red/Small,3.0
1XCNDOTA,Monitor,371.61,56.0,1.0,11x15x12 cm,2023-07-30,2024-01-01,Green/Large,
MHYJMNCC,Laptop,443.18,,,8x12x11 cm,2023-03-15,2026-01-01,Blue/Medium,4.0
OFF62X1O,Monitor,280.61,56.0,1.0,5x18x7 cm,2023-03-15,2024-01-01,Blue/Medium,4.0
VHGDGCMI,Smartphone,330.15,,,8x5x10 cm,2023-01-01,2025-01-01,Green/Large,
9LT6VIFE,Monitor,253.42,38.0,3.0,15x7x9 cm,2023-01-01,2025-01-01,Blue/Medium,2.0
BRYRVMDE,Laptop,399.89,77.0,3.0,16x20x14 cm,2023-03-15,2024-01-01,Red/Small,1.0
T5N4SYBV,Headphones,263.85,92.0,2.0,20x13x11 cm,2023-03-15,2025-01-01,Red/Small,3.0
GHHIS998,Headphones,61.11,88.0,2.0,5x10x12 cm,2023-01-01,2024-01-01,Green/Large,1.0
ZRD0SQNN,Laptop,421.6,42.0,1.0,12x7x18 cm,2023-01-01,2024-01-01,Green/Large,1.0
7WOY0CN1,Headphones,230.21,16.0,1.0,20x12x9 cm,2023-03-15,2024-01-01,Red/Small,1.0
0MCPF40E,Headphones,75.69,33.0,,20x15x20 cm,2023-07-30,2025-01-01,Blue/Medium,5.0
Q85JX5VC,Headphones,,42.0,2.0,8x8x5 cm,2023-01-01,2026-01-01,Green/Large,3.0
DF71XH4T,Headphones,,,3.0,14x20x14 cm,2023-07-30,2026-01-01,Green/Large,1.0
JXUXVM7Y,Laptop,308.91,73.0,1.0,10x7x15 cm,2023-07-30,2026-01-01,Green/Large,1.0
BL1LVXQ5,Headphones,220.03,14.0,2.0,13x12x12 cm,2023-03-15,2024-01-01,Green/Large,5.0
I3V1OZ73,Monitor,115.88,90.0,2.0,13x6x20 cm,2023-07-30,2025-01-01,Blue/Medium,3.0
0W5XHIFA,Laptop,444.94,,,15x5x12 cm,2023-01-01,2024-01-01,Red/Small,
YIK54L66,Laptop,286.25,68.0,,5x7x9 cm,2023-01-01,2025-01-01,Green/Large,3.0
72ZR8OEL,Laptop,239.81,50.0,2.0,16x16x12 cm,2023-01-01,2024-01-01,Red/Small,3.0
L00KR7TW,Monitor,439.03,44.0,1.0,7x13x8 cm,2023-03-15,2026-01-01,Green/Large,5.0
X32Q5GSO,Headphones,291.12,35.0,3.0,19x16x13 cm,2023-01-01,2026-01-01,Green/Large,4.0
7UTJ21E3,Smartphone,169.99,62.0,3.0,14x17x7 cm,2023-01-01,2026-01-01,Blue/Medium,2.0
1TFB3D7Z,Monitor,30.46,33.0,1.0,20x11x18 cm,2023-01-01,2025-01-01,Green/Large,
KARUH78A,Laptop,226.1,49.0,1.0,5x16x12 cm,2023-07-30,2024-01-01,Red/Small,2.0
VONNG01J,Headphones,,77.0,1.0,16x8x7 cm,2023-01-01,2025-01-01,Green/Large,2.0
2CG1YP5R,Smartphone,451.08,99.0,2.0,17x12x14 cm,2023-01-01,2026-01-01,Green/Large,4.0
CNW4SG3Y,Laptop,,25.0,1.0,12x20x19 cm,2023-01-01,2024-01-01,Blue/Medium,
U4RD6B2T,Laptop,475.96,22.0,,19x14x9 cm,2023-01-01,2026-01-01,Green/Large,2.0
RLA9UOJ5,Monitor,240.55,64.0,3.0,16x15x20 cm,2023-01-01,2025-01-01,Blue/Medium,2.0
N5OTYCD4,Headphones,493.44,45.0,2.0,18x20x14 cm,2023-03-15,2024-01-01,Blue/Medium,3.0
6DZ1MVBC,Monitor,11.82,53.0,2.0,12x5x7 cm,2023-01-01,2025-01-01,Red/Small,
VKI3A7OZ,Smartphone,,,1.0,7x20x16 cm,2023-01-01,2025-01-01,Green/Large,
BBTHZVTS,Smartphone,275.78,68.0,1.0,18x6x19 cm,2023-01-01,2024-01-01,Red/Small,1.0
893SSC5V,Monitor,206.7,34.0,2.0,18x8x8 cm,2023-03-15,2024-01-01,Red/Small,3.0
03URUGQ6,Laptop,,88.0,3.0,8x8x14 cm,2023-07-30,2024-01-01,Red/Small,
PUF1XG7U,Monitor,,,1.0,17x6x10 cm,2023-07-30,2026-01-01,Blue/Medium,
28IWIZ0S,Smartphone,227.07,19.0,1.0,6x13x7 cm,2023-01-01,2025-01-01,Blue/Medium,3.0
NL6WFXBM,Headphones,289.56,4.0,3.0,8x7x8 cm,2023-03-15,2026-01-01,Green/Large,4.0
Z9PP0PY9,Smartphone,398.81,68.0,3.0,20x6x12 cm,2023-03-15,2026-01-01,Red/Small,5.0
TIET5KOA,Monitor,455.66,49.0,1.0,8x20x5 cm,2023-01-01,2024-01-01,Green/Large,3.0
YON155ID,Laptop,445.27,65.0,2.0,9x6x20 cm,2023-03-15,2024-01-01,Red/Small,3.0
9T9IIRJ6,Laptop,324.63,,,19x19x13 cm,2023-01-01,2024-01-01,Green/Large,5.0
VJJO41LR,Smartphone,463.82,50.0,1.0,18x5x10 cm,2023-01-01,2026-01-01,Blue/Medium,1.0
5X3VN8W5,Smartphone,359.72,82.0,3.0,8x7x9 cm,2023-01-01,2025-01-01,Blue/Medium,2.0
MUVNSCU6,Headphones,469.18,71.0,2.0,20x14x8 cm,2023-03-15,2026-01-01,Red/Small,5.0
2AACQL15,Headphones,69.18,39.0,2.0,19x15x16 cm,2023-07-30,2025-01-01,Red/Small,3.0
ZJ441HPS,Laptop,403.01,86.0,2.0,15x15x10 cm,2023-03-15,2025-01-01,Green/Large,2.0
2QPUAW9Q,Laptop,436.9,73.0,,18x18x5 cm,2023-07-30,2024-01-01,Green/Large,5.0
VAI7FY0U,Smartphone,345.07,55.0,3.0,8x8x6 cm,2023-07-30,2024-01-01,Green/Large,3.0
3XDMGIJD,Monitor,151.38,,2.0,12x8x9 cm,2023-07-30,2024-01-01,Green/Large,5.0
T6BOZ2BP,Monitor,390.43,90.0,2.0,6x19x10 cm,2023-01-01,2026-01-01,Blue/Medium,1.0
YHWYAE3L,Smartphone,36.21,90.0,3.0,11x18x20 cm,2023-03-15,2026-01-01,Blue/Medium,5.0
2F0R1V3V,Headphones,177.16,13.0,1.0,11x16x7 cm,2023-03-15,2024-01-01,Blue/Medium,2.0
04O7UFEA,Smartphone,451.2,44.0,2.0,20x8x18 cm,2023-07-30,2026-01-01,Blue/Medium,
F50D300Y,Monitor,198.15,74.0,1.0,18x14x17 cm,2023-03-15,2024-01-01,Blue/Medium,1.0
JYELIJF6,Smartphone,333.63,4.0,2.0,13x9x13 cm,2023-01-01,2025-01-01,Green/Large,3.0
6MSFFJU7,Smartphone,69.83,35.0,,8x7x14 cm,2023-01-01,2025-01-01,Green/Large,4.0
RUVS0OQ3,Smartphone,81.18,26.0,2.0,10x14x6 cm,2023-03-15,2024-01-01,Red/Small,1.0
W39EJH8Y,Laptop,101.01,79.0,3.0,6x17x17 cm,2023-07-30,2026-01-01,Blue/Medium,
TQS8QYSQ,Laptop,259.16,50.0,2.0,10x11x18 cm,2023-03-15,2024-01-01,Blue/Medium,3.0
YFPOO65A,Laptop,209.63,92.0,1.0,11x12x16 cm,2023-07-30,2026-01-01,Red/Small,5.0
TGMP473J,Smartphone,357.41,91.0,2.0,10x7x20 cm,2023-01-01,2024-01-01,Red/Small,2.0
80ZPP7Z0,Smartphone,381.21,78.0,2.0,9x18x5 cm,2023-03-15,2025-01-01,Red/Small,1.0
MELAO4B0,Monitor,287.08,36.0,3.0,9x19x9 cm,2023-07-30,2025-01-01,Red/Small,5.0
JV8C2JDU,Headphones,198.53,29.0,3.0,13x15x15 cm,2023-07-30,2025-01-01,Blue/Medium,3.0
AZ61C3KH,Laptop,169.98,53.0,2.0,7x12x17 cm,2023-07-30,2026-01-01,Red/Small,5.0
UL1PO0R6,Monitor,149.28,10.0,,12x10x12 cm,2023-03-15,2025-01-01,Red/Small,3.0
KO3D14WP,Monitor,311.62,47.0,3.0,8x20x9 cm,2023-01-01,2025-01-01,Green/Large,1.0
7KZQQJM0,Smartphone,405.61,,1.0,12x20x13 cm,2023-01-01,2025-01-01,Blue/Medium,
I0H1I8K2,Laptop,22.76,53.0,2.0,6x16x5 cm,2023-07-30,2025-01-01,Green/Large,
IE63SRA9,Monitor,114.93,66.0,3.0,15x12x13 cm,2023-03-15,2026-01-01,Green/Large,4.0
AHUL0PE7,Monitor,409.89,50.0,3.0,17x6x20 cm,2023-07-30,2024-01-01,Blue/Medium,2.0
1P460RSV,Laptop,147.21,8.0,,16x7x9 cm,2023-07-30,2024-01-01,Blue/Medium,4.0
XZZ2P1AF,Headphones,119.86,2.0,1.0,9x15x18 cm,2023-03-15,2026-01-01,Blue/Medium,4.0
LXFF4806,Laptop,55.16,30.0,1.0,18x10x8 cm,2023-03-15,2024-01-01,Red/Small,2.0
60KCKM64,Smartphone,161.09,37.0,3.0,18x16x7 cm,2023-07-30,2026-01-01,Blue/Medium,
VW44QBR4,Laptop,103.49,39.0,2.0,12x15x8 cm,2023-01-01,2026-01-01,Blue/Medium,4.0
SF7JV529,Laptop,100.56,21.0,2.0,10x20x19 cm,2023-01-01,2026-01-01,Red/Small,1.0
4TO4E7LF,Headphones,497.67,64.0,1.0,15x18x12 cm,2023-01-01,2024-01-01,Red/Small,2.0
C3138UXK,Smartphone,66.69,57.0,2.0,14x5x10 cm,2023-01-01,2026-01-01,Blue/Medium,4.0
OSHTX68I,Smartphone,,,3.0,9x12x7 cm,2023-03-15,2025-01-01,Blue/Medium,3.0
0C2EVZL4,Monitor,172.98,86.0,1.0,15x12x9 cm,2023-03-15,2024-01-01,Blue/Medium,
WNU8AJ7O,Headphones,77.8,3.0,3.0,19x10x15 cm,2023-03-15,2025-01-01,Green/Large,1.0
TR169A57,Monitor,,,1.0,5x16x7 cm,2023-07-30,2024-01-01,Blue/Medium,
ZKUUEODZ,Laptop,78.97,100.0,1.0,20x9x6 cm,2023-01-01,2024-01-01,Blue/Medium,3.0
T9MN40VF,Smartphone,,29.0,2.0,9x11x14 cm,2023-03-15,2024-01-01,Red/Small,
0PCFFAL4,Smartphone,453.35,64.0,,11x6x13 cm,2023-07-30,2025-01-01,Red/Small,3.0
W93QY0RE,Headphones,,,2.0,20x11x7 cm,2023-07-30,2026-01-01,Green/Large,
MD62A9I5,Smartphone,258.09,21.0,1.0,16x9x9 cm,2023-03-15,2024-01-01,Blue/Medium,
DAKJF2XM,Smartphone,,60.0,2.0,14x19x13 cm,2023-07-30,2026-01-01,Red/Small,3.0
0QZSJE65,Smartphone,191.45,22.0,3.0,7x20x11 cm,2023-07-30,2025-01-01,Green/Large,3.0
XT7EY492,Smartphone,,98.0,2.0,5x13x8 cm,2023-07-30,2024-01-01,Red/Small,2.0
WQ9YRPSG,Headphones,130.5,38.0,3.0,15x16x10 cm,2023-03-15,2024-01-01,Red/Small,
LC7K3WSW,Headphones,401.34,27.0,2.0,8x6x11 cm,2023-07-30,2025-01-01,Green/Large,1.0
QIWNY8UU,Monitor,256.23,13.0,3.0,6x10x5 cm,2023-01-01,2026-01-01,Green/Large,1.0
HODX4T8M,Monitor,,75.0,2.0,18x17x9 cm,2023-07-30,2024-01-01,Green/Large,
OQYGPS4R,Laptop,157.03,96.0,2.0,16x8x15 cm,2023-07-30,2024-01-01,Red/Small,
BGCBIRAA,Smartphone,394.09,,2.0,11x7x11 cm,2023-01-01,2026-01-01,Red/Small,2.0
AV6ETV3M,Smartphone,72.32,74.0,1.0,5x10x9 cm,2023-07-30,2025-01-01,Red/Small,4.0
BUMFC9KV,Headphones,427.03,,2.0,14x6x13 cm,2023-03-15,2025-01-01,Green/Large,
E12G3W0V,Headphones,328.6,92.0,2.0,14x17x13 cm,2023-07-30,2024-01-01,Red/Small,
QCFVU2RF,Headphones,37.18,48.0,2.0,12x8x20 cm,2023-03-15,2025-01-01,Green/Large,1.0
P37IF5CC,Smartphone,237.45,47.0,2.0,9x14x10 cm,2023-01-01,2026-01-01,Green/Large,
OMP4WTEW,Monitor,244.23,27.0,2.0,10x7x16 cm,2023-03-15,2024-01-01,Blue/Medium,
QXZ6WMJK,Headphones,,,3.0,18x8x19 cm,2023-07-30,2026-01-01,Red/Small,1.0
59MVYYM4,Headphones,239.18,75.0,3.0,17x5x19 cm,2023-03-15,2024-01-01,Green/Large,
CRB785X2,Monitor,405.59,18.0,3.0,13x17x16 cm,2023-03-15,2026-01-01,Blue/Medium,5.0
LNGZXW61,Monitor,184.34,35.0,3.0,9x12x20 cm,2023-07-30,2025-01-01,Green/Large,5.0
QOJW5ZDT,Headphones,119.92,,,17x11x7 cm,2023-03-15,2024-01-01,Red/Small,3.0
CG85RQ9H,Headphones,468.17,18.0,,20x7x9 cm,2023-03-15,2024-01-01,Blue/Medium,2.0
3L4B3SEL,Monitor,407.05,48.0,1.0,11x17x11 cm,2023-01-01,2024-01-01,Blue/Medium,2.0
FE1T2Y8C,Monitor,451.54,,2.0,12x14x19 cm,2023-01-01,2024-01-01,Green/Large,2.0
QAV8TC9W,Headphones,54.22,58.0,1.0,5x16x16 cm,2023-03-15,2025-01-01,Red/Small,1.0
30X8QM0X,Smartphone,381.32,2.0,2.0,11x18x12 cm,2023-01-01,2024-01-01,Green/Large,3.0
OVI9LKN0,Smartphone,,84.0,2.0,18x18x18 cm,2023-01-01,2024-01-01,Green/Large,
HDRQ3UU3,Monitor,160.85,49.0,2.0,8x17x9 cm,2023-01-01,2024-01-01,Red/Small,3.0
ML5ZDW65,Smartphone,376.04,,2.0,18x5x12 cm,2023-03-15,2026-01-01,Blue/Medium,
T4GRAWZX,Laptop,133.37,17.0,1.0,5x16x12 cm,2023-07-30,2025-01-01,Red/Small,3.0
CVRIV0P7,Laptop,,31.0,2.0,8x18x14 cm,2023-07-30,2026-01-01,Green/Large,
PQORI7PG,Laptop,109.96,22.0,1.0,11x19x20 cm,2023-07-30,2025-01-01,Green/Large,4.0
LL7PKF2Z,Smartphone,,35.0,2.0,20x9x5 cm,2023-01-01,2024-01-01,Green/Large,
OPDN9FKP,Laptop,36.52,44.0,2.0,16x11x5 cm,2023-01-01,2024-01-01,Red/Small,4.0
EJ8Z726J,Laptop,177.72,1.0,3.0,5x19x10 cm,2023-01-01,2026-01-01,Green/Large,4.0
2G57O8GE,Laptop,200.16,,1.0,11x7x10 cm,2023-07-30,2026-01-01,Red/Small,
HR7FZ2DF,Laptop,74.1,26.0,2.0,8x5x7 cm,2023-03-15,2024-01-01,Red/Small,5.0
HLO424SP,Monitor,251.0,62.0,,11x20x16 cm,2023-03-15,2024-01-01,Green/Large,
BBCAXRMM,Headphones,227.78,17.0,3.0,5x5x8 cm,2023-07-30,2025-01-01,Red/Small,1.0
63WUIBP7,Headphones,148.15,70.0,2.0,19x16x20 cm,2023-07-30,2026-01-01,Red/Small,1.0
E5F15B3D,Monitor,55.43,,2.0,13x18x10 cm,2023-01-01,2024-01-01,Red/Small,3.0
0S372TWA,Smartphone,388.11,83.0,3.0,12x6x5 cm,2023-07-30,2024-01-01,Blue/Medium,3.0
XTZDHFH0,Monitor,,,3.0,10x19x19 cm,2023-01-01,2025-01-01,Blue/Medium,3.0
IXUUFBLB,Headphones,248.38,69.0,,7x13x7 cm,2023-03-15,2024-01-01,Red/Small,5.0
RFEWU5LX,Monitor,380.91,11.0,3.0,12x9x17 cm,2023-03-15,2025-01-01,Green/Large,3.0
H1OQUD8X,Smartphone,,94.0,1.0,19x7x12 cm,2023-03-15,2026-01-01,Red/Small,
61V5YSWY,Smartphone,333.13,42.0,2.0,13x10x8 cm,2023-03-15,2026-01-01,Green/Large,4.0
QLZ7XUKL,Smartphone,290.65,15.0,3.0,12x10x10 cm,2023-01-01,2025-01-01,Blue/Medium,1.0
Y4B3824F,Monitor,375.92,1.0,1.0,7x5x15 cm,2023-07-30,2026-01-01,Red/Small,3.0
2RYG53HL,Headphones,93.96,79.0,1.0,16x19x15 cm,2023-07-30,2026-01-01,Green/Large,1.0
810UM0U6,Headphones,,66.0,3.0,17x20x19 cm,2023-07-30,2025-01-01,Red/Small,
8P6TKHED,Headphones,131.37,38.0,,14x17x17 cm,2023-03-15,2026-01-01,Red/Small,5.0
H59W18UX,Monitor,213.32,77.0,,20x7x18 cm,2023-03-15,2026-01-01,Green/Large,2.0
LAHNAKX4,Headphones,316.58,,1.0,14x16x20 cm,2023-07-30,2024-01-01,Green/Large,1.0
R87D868U,Laptop,228.46,30.0,,18x19x19 cm,2023-03-15,2025-01-01,Blue/Medium,4.0
2GITX0Y0,Monitor,62.29,,2.0,8x20x14 cm,2023-07-30,2026-01-01,Green/Large,1.0
5UICSESQ,Monitor,427.69,57.0,,10x9x5 cm,2023-07-30,2025-01-01,Blue/Medium,5.0
512RKBS2,Headphones,,7.0,2.0,9x12x14 cm,2023-03-15,2024-01-01,Red/Small,
7BLKA77Z,Smartphone,232.67,36.0,1.0,7x9x14 cm,2023-03-15,2026-01-01,Green/Large,1.0
EXKI7F7B,Monitor,423.31,50.0,,11x13x19 cm,2023-01-01,2024-01-01,Blue/Medium,2.0
TLS5DQ2F,Monitor,,34.0,1.0,11x5x20 cm,2023-01-01,2024-01-01,Green/Large,1.0
82V0KOFP,Headphones,,49.0,2.0,12x11x20 cm,2023-07-30,2026-01-01,Blue/Medium,
5UREHR84,Headphones,466.26,35.0,2.0,16x5x8 cm,2023-07-30,2026-01-01,Red/Small,5.0
DVHQ93U3,Monitor,202.97,56.0,3.0,11x10x13 cm,2023-07-30,2026-01-01,Red/Small,
TN7MAKQX,Headphones,80.27,,1.0,18x15x19 cm,2023-07-30,2026-01-01,Red/Small,1.0
F2MJ5ERX,Monitor,,32.0,1.0,20x7x18 cm,2023-03-15,2026-01-01,Green/Large,1.0
LPFTGDMC,Laptop,13.81,22.0,3.0,7x10x19 cm,2023-07-30,2025-01-01,Blue/Medium,4.0
GU6O83NY,Smartphone,170.71,20.0,2.0,10x18x9 cm,2023-07-30,2026-01-01,Blue/Medium,2.0
ZSO4QTCH,Smartphone,243.72,,1.0,5x15x9 cm,2023-01-01,2026-01-01,Blue/Medium,
B8WS3BIN,Monitor,,82.0,1.0,19x6x11 cm,2023-01-01,2025-01-01,Green/Large,
LDPDCYXV,Headphones,277.65,67.0,2.0,17x12x12 cm,2023-07-30,2026-01-01,Blue/Medium,
MGFLU0ZD,Monitor,,79.0,2.0,20x10x18 cm,2023-03-15,2025-01-01,Green/Large,
FG2MENAZ,Headphones,23.31,63.0,3.0,5x13x20 cm,2023-01-01,2026-01-01,Green/Large,3.0
3N4513NX,Smartphone,53.83,85.0,,7x7x14 cm,2023-07-30,2025-01-01,Green/Large,
A8A9PQML,Headphones,163.54,77.0,1.0,12x18x14 cm,2023-03-15,2024-01-01,Green/Large,2.0
YFDGZPNT,Headphones,219.57,2.0,2.0,10x13x13 cm,2023-03-15,2025-01-01,Red/Small,2.0
QHSSNW39,Laptop,72.33,55.0,3.0,10x19x5 cm,2023-03-15,2024-01-01,Red/Small,1.0
Q2MXI43M,Smartphone,448.42,53.0,2.0,14x11x7 cm,2023-07-30,2024-01-01,Red/Small,3.0
QOCVCGPW,Monitor,135.32,100.0,1.0,13x20x11 cm,2023-07-30,2026-01-01,Blue/Medium,5.0
G2JQ7HJA,Smartphone,72.83,13.0,3.0,8x16x17 cm,2023-03-15,2024-01-01,Blue/Medium,1.0
G29TKYGK,Headphones,81.4,89.0,3.0,13x19x6 cm,2023-07-30,2025-01-01,Red/Small,5.0
BOGYTN8M,Laptop,,52.0,2.0,9x16x9 cm,2023-03-15,2024-01-01,Red/Small,
MLCDB0MD,Laptop,,,,7x19x8 cm,2023-07-30,2024-01-01,Blue/Medium,
MIZYNW31,Smartphone,235.36,8.0,3.0,19x16x14 cm,2023-03-15,2024-01-01,Red/Small,3.0
LWJDZ26R,Smartphone,125.24,54.0,1.0,8x8x8 cm,2023-01-01,2024-01-01,Red/Small,5.0
WCOCJXUM,Monitor,473.48,61.0,3.0,17x5x17 cm,2023-01-01,2026-01-01,Green/Large,
G39Z6JDZ,Monitor,212.24,49.0,2.0,10x6x9 cm,2023-07-30,2026-01-01,Blue/Medium,3.0
7S7HBJSH,Smartphone,479.18,40.0,2.0,20x20x18 cm,2023-01-01,2026-01-01,Green/Large,1.0
B6W33KL2,Monitor,426.5,51.0,1.0,14x10x17 cm,2023-03-15,2026-01-01,Green/Large,1.0
GG6B3ML2,Smartphone,55.69,3.0,1.0,8x19x8 cm,2023-01-01,2024-01-01,Blue/Medium,1.0
B6T7YIMI,Smartphone,91.64,61.0,1.0,19x20x20 cm,2023-03-15,2024-01-01,Green/Large,
